"run_key","run_label","idx","id","answer","expected_answer","correct","valid_answer","status","closeout_mode","total_tokens","time_taken_seconds","turns","loops","total_prompt_tokens","total_completion_tokens","peer_validation_ready","peer_candidates","athena_confidence_pct"
"current","Apr27 current 0.2.3","1","aime2025_01","277","277","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","98267","212.0145","12","1","82415","15852","","",""
"current","Apr27 current 0.2.3","2","aime2025_02","62","62","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","117945","309.283","12","1","94705","23240","","",""
"current","Apr27 current 0.2.3","3","aime2025_03","79","79","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","114524","294.0366","12","1","92356","22168","","",""
"current","Apr27 current 0.2.3","4","aime2025_04","137","70","False","True","closed_out_simple_answer_arbitration","Simple answer arbitration","99911","227.6769","12","1","82829","17082","","",""
"current","Apr27 current 0.2.3","5","aime2025_05","65","65","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","95915","209.7284","12","1","80574","15341","","",""
"current","Apr27 current 0.2.3","6","aime2025_06","441","441","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","111256","265.0972","12","1","91371","19885","","",""
"current","Apr27 current 0.2.3","7","aime2025_07","396","396","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","94277","206.6352","12","1","78763","15514","","",""
"current","Apr27 current 0.2.3","8","aime2025_08","244","244","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","125208","313.1025","12","1","101737","23471","","",""
"current","Apr27 current 0.2.3","9","aime2025_09","6","29","False","True","closed_out_simple_answer_arbitration","Simple answer arbitration","152775","433.0795","12","1","120368","32407","","",""
"current","Apr27 current 0.2.3","10","aime2025_10","54","156","False","True","closed_out_simple_answer_arbitration","Simple answer arbitration","142654","426.4196","12","1","110681","31973","","",""
"current","Apr27 current 0.2.3","11","aime2025_11","896","896","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","130556","366.894","12","1","102942","27614","","",""
"current","Apr27 current 0.2.3","12","aime2025_12","161","161","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","130977","341.0977","12","1","105426","25551","","",""
"current","Apr27 current 0.2.3","13","aime2025_13","39","39","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","145768","404.061","12","1","115524","30244","","",""
"current","Apr27 current 0.2.3","14","aime2025_14","681","681","True","True","closed_out_simple_answer_arbitration","Simple answer arbitration","143609","391.578","12","1","114236","29373","","",""
"current","Apr27 current 0.2.3","15","aime2025_15","2","83","False","True","closed_out_simple_answer_arbitration","athena_mandatory_final_answer_turn","161614","463.8268","12","1","126859","34755","","",""
"current","Apr27 current 0.2.3","16","aime2025_16","178","178","True","True","closed_out_simple_answer_arbitration","athena_mandatory_final_answer_turn","83367","172.3122","12","1","70444","12923","","",""
"current","Apr27 current 0.2.3","17","aime2025_17","198","243","False","True","closed_out_simple_answer_arbitration","athena_mandatory_final_answer_turn","159387","470.4052","12","1","124146","35241","","",""
"current","Apr27 current 0.2.3","18","aime2025_18","503","503","True","True","closed_out_simple_answer_arbitration","athena_mandatory_final_answer_turn","150956","423.3091","12","1","119241","31715","","",""
"current","Apr27 current 0.2.3","19","aime2025_19","279","279","True","True","closed_out_simple_answer_arbitration","athena_mandatory_final_answer_turn","117174","283.2916","12","1","95904","21270","","",""
"current","Apr27 current 0.2.3","20","aime2025_20","190","190","True","True","closed_out_simple_answer_arbitration","athena_mandatory_final_answer_turn","117312","266.5648","12","1","97376","19936","","",""
"current","Apr27 current 0.2.3","21","aime2025_21","37","50","False","True","closed_out_simple_answer_arbitration","","116816","286.3699","12","1","95314","21502","","",""
"current","Apr27 current 0.2.3","22","aime2025_22","754","754","True","True","closed_out_simple_answer_arbitration","","132885","415.823","12","1","101557","31328","","",""
"current","Apr27 current 0.2.3","23","aime2025_23","245","245","True","True","closed_out_simple_answer_arbitration","","148306","409.0882","12","1","117696","30610","","",""
"current","Apr27 current 0.2.3","24","aime2025_24","669","669","True","True","closed_out_simple_answer_arbitration","","128769","332.2487","12","1","103835","24934","","",""
"current","Apr27 current 0.2.3","25","aime2025_25","850","850","True","True","closed_out_simple_answer_arbitration","","128303","333.6053","12","1","103277","25026","","",""
"current","Apr27 current 0.2.3","26","aime2025_26","132","132","True","True","closed_out_simple_answer_arbitration","","150118","415.7565","12","1","118947","31171","","",""
"current","Apr27 current 0.2.3","27","aime2025_27","67","223","False","True","closed_out_simple_answer_arbitration","","142291","448.917","12","1","108356","33935","","",""
"current","Apr27 current 0.2.3","28","aime2025_28","107","107","True","True","closed_out_simple_answer_arbitration","","145529","407.9371","12","1","114919","30610","","",""
"current","Apr27 current 0.2.3","29","aime2025_29","8","157","False","True","closed_out_simple_answer_arbitration","","128377","364.4512","12","1","100942","27435","","",""
"current","Apr27 current 0.2.3","30","aime2025_30","70","393","False","True","closed_out_simple_answer_arbitration","","143894","412.6145","12","1","112854","31040","","",""
